ID,adj.P.Val,P.Value,logFC,GB_ACC
Cit.510.1.S1_x_at,0.0228731,0.0054,-0.4503501,CV709188
Cit.4853.1.S1_at,0.0229133,0.00541,-0.3654032,CV716970
Cit.1654.1.S1_s_at,0.0229157,0.00541,-0.3355727,CV713221
Cit.23175.1.S1_s_at,0.0229171,0.00541,-0.5164097,CX074501
Cit.21643.1.S1_s_at,0.0229237,0.00541,-0.2742149,CX298313
Cit.19894.1.S1_at,0.0229237,0.00541,0.5791361,CK933917
Cit.15823.1.S1_at,0.0229568,0.00542,-0.4298032,CB290591
Cit.3986.1.S1_s_at,0.0229808,0.00543,0.2410824,CX670069
Cit.11155.1.S1_at,0.022997,0.00543,-0.5085284,CF838783
Cit.20748.1.S1_s_at,0.022997,0.00543,-0.2627445,DN798120
Cit.9358.1.S1_s_at,0.0230069,0.00543,0.3228583,CB290277
Cit.4428.1.S1_at,0.0230071,0.00544,0.6732484,CX668244
Cit.36797.1.S1_at,0.0230195,0.00544,-0.3042018,CV709030
Cit.12690.1.S1_s_at,0.023026,0.00544,0.2823258,CV716056
Cit.22867.1.S1_at,0.0230319,0.00544,-0.82703,CN189339
Cit.14168.1.S1_at,0.0230332,0.00544,-0.7379045,CX666171
Cit.10315.1.S1_s_at,0.0230356,0.00545,-0.2907409,CX046791
Cit.16559.1.S1_at,0.023042,0.00545,-0.3509408,CD573738
Cit.15584.1.S1_s_at,0.0230519,0.00545,-0.3125623,CX309158
Cit.17983.1.S1_x_at,0.0230519,0.00545,-0.3511353,CK933775
Cit.8367.1.S1_s_at,0.0231035,0.00546,-0.3518996,CK934682
Cit.262.1.S1_x_at,0.0231205,0.00547,-0.3238813,CB290358
Cit.7591.1.S1_at,0.023127,0.00547,-0.2995631,DN617597
Cit.10396.1.S1_s_at,0.0231543,0.00548,-0.8253518,CX640301
Cit.193.1.S1_s_at,0.0231543,0.00548,0.3249098,CX664043
Cit.22283.1.S1_s_at,0.0231543,0.00548,0.5721195,CX669831
Cit.5678.1.S1_s_at,0.0231543,0.00548,-0.4841827,CV717296
Cit.11210.1.S1_s_at,0.0231543,0.00548,-0.2599414,CX543360
Cit.18559.1.S1_at,0.0231651,0.00549,-1.9294297,CX295430
Cit.29497.1.S1_s_at,0.0231651,0.00549,0.333999,DN959283
Cit.2501.1.S1_at,0.0231787,0.00549,-0.2776339,CV885292
Cit.32312.1.S1_at,0.0231952,0.00549,-2.6046166,CX290529
Cit.13666.1.S1_at,0.0232005,0.0055,0.3009166,CV886812
Cit.11774.1.S1_at,0.0232143,0.0055,3.508903,BQ623066
Cit.17959.1.S1_at,0.023254,0.00551,0.2747196,CF417866
Cit.18789.1.S1_at,0.023254,0.00551,-0.9968768,CX301057
Cit.24215.1.S1_at,0.0232629,0.00552,-0.6702562,CD574112
Cit.7218.1.S1_at,0.0232629,0.00552,0.4160897,DN623681
Cit.12092.1.S1_s_at,0.0232868,0.00552,-0.5088659,CX670378
Cit.30760.1.S1_s_at,0.0232962,0.00552,-0.4055177,CV887240
Cit.23308.1.S1_s_at,0.0233043,0.00553,0.4428586,CX051279
Cit.5923.1.S1_at,0.0233043,0.00553,0.668448,CD575177
Cit.19552.1.S1_at,0.0233199,0.00553,-0.4824291,CK936083
Cit.27022.1.S1_s_at,0.0233898,0.00555,-0.387481,CV716951
Cit.31505.1.S1_at,0.0234001,0.00555,-0.3837173,CX296812
Cit.32689.1.S1_at,0.0234061,0.00556,0.4234003,CX293496
Cit.31186.1.S1_at,0.0234346,0.00556,0.3487116,CF507231
Cit.28668.1.S1_at,0.0234346,0.00556,0.3642583,CV711422
Cit.35190.1.S1_at,0.0234394,0.00557,1.0458192,CK932995
Cit.6954.1.S1_at,0.0234394,0.00557,-0.6622251,DN624994
Cit.10685.1.S1_s_at,0.0234424,0.00557,0.2671347,CX076887
Cit.37945.1.S1_at,0.0234429,0.00557,0.3140139,CF504187
Cit.23345.1.S1_a_at,0.0234429,0.00557,-0.4002357,CX671333
Cit.22685.1.S1_at,0.0234734,0.00558,0.7868561,CN182737
Cit.26581.1.S1_at,0.0234739,0.00558,-2.074811,CN190256
Cit.2172.1.S1_s_at,0.0234773,0.00558,-0.2814817,CV706704
Cit.12537.1.S1_at,0.0234773,0.00558,-0.5727818,CV708415
Cit.29650.1.S1_s_at,0.0234826,0.00558,-0.4503027,CN186994
Cit.21847.1.S1_at,0.0234862,0.00558,-0.4119656,CB304416
Cit.5060.1.S1_at,0.023509,0.00559,0.4143443,CX666033
Cit.16303.1.S1_at,0.0235454,0.0056,-0.9189085,CX667086
Cit.12321.1.S1_at,0.0235512,0.0056,-0.5584557,CV707742
Cit.5474.1.S1_s_at,0.0235512,0.0056,-0.3643568,CX668762
Cit.20579.1.S1_at,0.0235512,0.0056,-0.3794912,CK665521
Cit.24505.1.S1_at,0.0235512,0.0056,0.3993095,CX545890
Cit.6912.1.S1_at,0.0235877,0.00561,2.7045361,CX665779
Cit.13432.1.S1_at,0.023589,0.00562,0.3980633,DN623522
Cit.6443.1.S1_at,0.0235975,0.00562,1.4973185,CX665719
Cit.24972.1.S1_at,0.0236036,0.00562,-0.3345774,DN960060
Cit.17850.1.S1_s_at,0.0236214,0.00563,-0.3736758,CF507988
Cit.16270.1.S1_at,0.0236243,0.00563,-0.4485758,BQ624220
Cit.15962.1.S1_a_at,0.0236323,0.00563,-0.3550711,CV705790
Cit.9956.1.S1_s_at,0.0236419,0.00563,-0.3017709,CK939114
Cit.19752.1.S1_at,0.0236496,0.00564,-1.0330541,CK937401
Cit.19652.1.S1_s_at,0.0236807,0.00564,-0.4026891,CK938569
Cit.28222.1.S1_at,0.0237123,0.00565,-0.3691988,DN618434
Cit.18076.1.S1_at,0.0237123,0.00565,0.4506665,CX291612
Cit.7309.1.S1_at,0.0237123,0.00565,0.8396833,CX638482
Cit.31511.1.S1_at,0.0237169,0.00566,0.2755219,CX288476
Cit.3891.1.S1_at,0.0237173,0.00566,-0.5840579,CV715852
Cit.3121.1.S1_s_at,0.0237195,0.00566,-0.2517357,CV885495
Cit.11296.1.S1_s_at,0.023727,0.00566,0.3577837,CX637391
Cit.6952.1.S1_at,0.0237381,0.00566,2.508425,CX078334
Cit.17776.1.S1_at,0.0237381,0.00566,-0.5537237,CK938443
Cit.26100.1.S1_s_at,0.0237381,0.00567,0.3674668,CF836134
Cit.31041.1.S1_at,0.0237381,0.00567,-0.4173867,CK933849
Cit.9778.1.S1_s_at,0.023748,0.00567,0.3811695,DN618897
Cit.3999.1.S1_at,0.0237492,0.00567,-0.4764288,CV886037
Cit.17880.1.S1_at,0.0237542,0.00567,2.5892712,CK933290
Cit.17536.1.S1_s_at,0.0237578,0.00567,-0.2766116,CX303071
Cit.14614.1.S1_at,0.0237892,0.00568,0.764436,CV719529
Cit.37298.1.S1_at,0.0237894,0.00568,0.7134209,BQ624623
Cit.16607.1.S1_at,0.0237904,0.00568,-0.4753414,CX674294
Cit.30126.1.S1_at,0.0238038,0.00569,-0.708723,CX289716
Cit.31984.1.S1_at,0.023821,0.00569,0.9964141,CX287567
Cit.14412.1.S1_at,0.0238277,0.0057,-1.0572846,CX637386
Cit.5004.1.S1_at,0.0238277,0.0057,-0.5281553,DN623592
Cit.2645.1.S1_at,0.0238277,0.0057,-0.5097878,CV710543
Cit.14021.1.S1_at,0.0238277,0.0057,0.8554404,CV714402
Cit.17454.1.S1_at,0.0238277,0.0057,-0.3533043,CX302699
Cit.24793.1.S1_at,0.0238298,0.0057,2.5082364,CX641450
Cit.14145.1.S1_at,0.0238354,0.0057,1.4475168,CX635637
Cit.38446.1.S1_at,0.0238611,0.00571,-0.5618538,CF508575
Cit.13646.1.S1_at,0.0238611,0.00571,0.4761255,CV714067
Cit.9036.1.S1_at,0.023862,0.00571,-0.2914523,CN183264
Cit.18497.1.S1_at,0.023862,0.00571,0.9399998,CX293269
Cit.22003.1.S1_at,0.023862,0.00571,0.5156524,DN622955
Cit.28336.1.S1_at,0.0239045,0.00572,0.2491935,DN621425
Cit.21184.1.S1_s_at,0.0239047,0.00572,0.5580999,DN795787
Cit.2076.1.S1_s_at,0.0239047,0.00572,-0.3131729,CX048208
Cit.12663.1.S1_s_at,0.0239047,0.00573,-0.3841712,CV713196
Cit.11786.1.S1_at,0.023905,0.00573,0.4311534,CN183536
Cit.29439.1.S1_at,0.0239179,0.00573,-0.6145939,CX044905
Cit.6918.1.S1_at,0.0239351,0.00573,-0.6011231,CX636151
Cit.31065.1.S1_at,0.0239444,0.00574,-0.4057466,CX303273
Cit.12904.1.S1_s_at,0.0239503,0.00574,-0.3521408,CV886902
Cit.16845.1.S1_at,0.0239503,0.00574,0.3280097,CX076685
Cit.25955.1.S1_at,0.0239535,0.00574,0.2726098,CF832006
Cit.4356.1.S1_at,0.0239675,0.00575,-0.3321117,DN620532
Cit.25458.1.S1_s_at,0.023968,0.00575,-0.3560833,CX666465
Cit.877.1.S1_s_at,0.0240098,0.00576,0.3494467,CF418015
Cit.40473.1.S1_at,0.0240135,0.00576,0.3741167,
Cit.17222.1.S1_at,0.0240135,0.00576,-0.682883,DN795178
Cit.19003.1.S1_at,0.0240267,0.00577,3.0016725,CX301958
Cit.18852.1.S1_at,0.0240267,0.00577,-0.8269543,CX301292
Cit.39051.1.S1_at,0.0240304,0.00577,0.430617,DN958222
Cit.21926.1.S1_at,0.0240868,0.00578,-0.5138482,CB304919
Cit.1335.1.S1_s_at,0.024093,0.00578,0.2482218,CN185691
Cit.38341.1.S1_at,0.0241022,0.00579,-0.4942407,CF507547
Cit.5837.1.S1_at,0.0241205,0.00579,0.9391805,CV710311
Cit.11905.1.S1_at,0.0241223,0.00579,0.7754841,CX636009
Cit.35598.1.S1_s_at,0.0241384,0.0058,-0.4029464,CK935519
Cit.16556.1.S1_at,0.0241432,0.0058,0.7011983,CV704222
Cit.30005.1.S1_at,0.0241457,0.0058,-0.2803711,BQ622927
Cit.11969.1.S1_at,0.0241607,0.00581,-0.3903861,CV706440
Cit.30488.1.S1_s_at,0.02417,0.00581,-0.3622969,CV712267
Cit.22035.1.S1_a_at,0.0241734,0.00581,-2.4489371,DN623562
Cit.28117.1.S1_at,0.0241784,0.00581,-0.5851974,CX674093
Cit.16304.1.S1_s_at,0.0241784,0.00581,-0.5492977,CV886410
Cit.35537.1.S1_s_at,0.0241784,0.00582,-0.4994614,CK932657
Cit.30221.1.S1_at,0.0241784,0.00582,-0.4934338,DN799412
Cit.4526.1.S1_at,0.0241784,0.00582,-0.5209653,DN618124
Cit.15616.1.S1_at,0.0241784,0.00582,-0.3992349,CK938259
Cit.5581.1.S1_at,0.0241784,0.00582,-0.9069834,CX676475
Cit.16138.1.S1_at,0.0241784,0.00582,-0.455368,CX071423
Cit.9670.1.S1_at,0.0241784,0.00582,-0.3286735,CV887141
Cit.5588.1.S1_at,0.0241784,0.00582,-0.3422343,CX665973
Cit.5659.1.S1_s_at,0.0242099,0.00583,-0.4377826,CV707006
Cit.21819.1.S1_at,0.0242099,0.00583,-0.5007257,C81848
Cit.27884.1.S1_at,0.0242099,0.00583,-0.3549027,CX047065
Cit.11901.1.S1_at,0.024211,0.00583,0.3065547,BQ623915
Cit.26594.1.S1_x_at,0.0242151,0.00583,0.7707182,CN190623
Cit.28322.1.S1_at,0.0242232,0.00584,-0.4395429,DN621152
Cit.16573.1.S1_at,0.0242232,0.00584,-0.3391512,CX290218
Cit.22543.1.S1_s_at,0.0242538,0.00584,-0.3322064,CF833027
Cit.26805.1.S1_at,0.0242823,0.00585,-0.347961,CV713894
Cit.30307.1.S1_at,0.0242858,0.00585,-0.7315274,CK936747
Cit.2499.1.S1_s_at,0.0242858,0.00585,-0.3154112,CN189979
Cit.40013.1.S1_at,0.0242907,0.00586,-0.4199142,CV709195
Cit.5555.1.S1_at,0.0243071,0.00586,-0.3924138,CF834579
Cit.5190.1.S1_at,0.0243071,0.00586,-0.4119584,CX305322
Cit.6349.1.S1_at,0.0243349,0.00587,0.6311058,CV704972
Cit.3192.1.S1_s_at,0.0243349,0.00587,0.3043836,BQ624083
Cit.3430.1.S1_s_at,0.0243385,0.00587,-0.365099,CN189984
Cit.29506.1.S1_s_at,0.0243398,0.00587,-0.3274002,CK936770
Cit.26252.1.S1_at,0.0243448,0.00587,-2.640433,CN184261
Cit.31102.1.S1_at,0.0243486,0.00588,-0.4181319,CN182510
Cit.14035.1.S1_at,0.0243508,0.00588,-0.5003684,CX641155
Cit.17829.1.S1_s_at,0.0243869,0.00589,-0.5722439,CX669260
Cit.17513.1.S1_at,0.0243883,0.00589,0.9002407,CX289333
Cit.31405.1.S1_at,0.0243883,0.00589,-0.9503365,CX288566
Cit.37230.1.S1_at,0.0243941,0.00589,1.1970011,BQ623620
Cit.16529.1.S1_at,0.0244325,0.0059,-1.9323916,CX051967
Cit.130.1.S1_s_at,0.0244333,0.0059,0.6927185,CX669557
Cit.14405.1.S1_s_at,0.024436,0.0059,-0.464699,DN617681
Cit.1633.1.S1_x_at,0.0244432,0.00591,0.4137805,CX049639
Cit.35786.1.S1_at,0.0244608,0.00591,0.330235,CB322174
Cit.11236.1.S1_at,0.0244627,0.00591,0.8011575,CK937107
Cit.21884.1.S1_x_at,0.0244633,0.00591,1.3962008,CB304757
Cit.16465.1.S1_at,0.0244633,0.00591,0.8163615,CX072573
Cit.29854.1.S1_at,0.0244649,0.00592,0.7249657,
Cit.20410.1.S1_at,0.0244698,0.00592,1.3399622,CX637677
Cit.6069.1.S1_at,0.0244698,0.00592,-0.3752467,CN184937
Cit.25588.1.S1_at,0.0244846,0.00592,0.6246165,CX670525
Cit.7842.1.S1_at,0.0244984,0.00593,-0.6099404,CV715735
Cit.5573.1.S1_at,0.0245003,0.00593,0.3403438,CX639318
Cit.40503.1.S1_at,0.0245156,0.00593,-1.0831342,CX069894
Cit.21865.1.S1_s_at,0.0245156,0.00593,-0.4650427,CB304581
Cit.7516.1.S1_at,0.0245156,0.00593,-1.9854105,CF834606
Cit.2698.1.S1_at,0.0245386,0.00594,-0.3857283,CX046639
Cit.19374.1.S1_at,0.0245463,0.00594,0.6398541,CK934577
Cit.5544.1.S1_at,0.0245463,0.00594,-0.3327926,CN188698
Cit.35.1.S1_at,0.0245737,0.00595,0.5990753,CB290370
Cit.3046.1.S1_at,0.0245884,0.00596,-2.014954,CX074436
Cit.14472.1.S1_s_at,0.0245884,0.00596,0.434928,CV707912
Cit.3923.1.S1_s_at,0.0246028,0.00596,0.3051522,CN181757
Cit.31075.1.S1_s_at,0.0246136,0.00597,-0.3062238,CF931497
Cit.25463.1.S1_at,0.0246136,0.00597,-0.405495,CX666528
Cit.13560.1.S1_at,0.0246136,0.00597,-0.4938661,CF417967
Cit.35221.1.S1_s_at,0.024619,0.00597,-0.4399458,CK936364
Cit.13471.1.S1_at,0.0246226,0.00597,-0.4605325,CN181979
Cit.15379.1.S1_at,0.0246261,0.00597,-0.3322006,CX675177
Cit.3406.1.S1_s_at,0.0246327,0.00597,0.2630735,DN622281
Cit.25907.1.S1_x_at,0.0246467,0.00598,1.4918936,CB293303
Cit.36305.1.S1_s_at,0.0246828,0.00599,0.4146434,CV714515
Cit.13523.1.S1_at,0.0246927,0.00599,0.698041,CX639292
Cit.8578.1.S1_at,0.024708,0.006,-1.0414617,CX673363
Cit.21224.1.S1_s_at,0.024708,0.006,0.2862379,CX046015
Cit.2814.1.S1_s_at,0.0247083,0.006,-0.3831945,CV712459
Cit.2083.1.S1_s_at,0.0247083,0.006,-0.2808224,CX639476
Cit.22899.1.S1_at,0.024711,0.006,-0.3652676,CN191079
Cit.5279.1.S1_at,0.024711,0.006,0.4752351,CV713390
Cit.15533.1.S1_at,0.0247113,0.006,0.4343873,CV708104
Cit.26190.1.S1_at,0.0247129,0.006,-0.3372272,CN182392
Cit.14278.1.S1_at,0.0247211,0.00601,-0.45739,CX671856
Cit.5028.1.S1_at,0.0247574,0.00602,-0.4573333,CX671184
Cit.2984.1.S1_s_at,0.0247581,0.00602,-0.2718435,CK934944
Cit.31634.1.S1_at,0.0247602,0.00602,-0.3428051,CB610847
Cit.17716.1.S1_s_at,0.0247602,0.00602,-0.3326377,DN797191
Cit.12286.1.S1_x_at,0.0247834,0.00602,-0.2805494,DN619439
Cit.38583.1.S1_at,0.024793,0.00603,1.4199152,CF509944
Cit.4467.1.S1_at,0.0248139,0.00603,-3.422781,CX664317
Cit.29849.1.S1_at,0.0248169,0.00604,0.3863792,CX292157
Cit.14138.1.S1_at,0.0248169,0.00604,-0.6433611,CX667290
Cit.14272.1.S1_at,0.024827,0.00604,-0.5909162,CX643072
Cit.235.1.S1_at,0.0248763,0.00605,-0.4807022,CF828432
Cit.3791.1.S1_at,0.0248782,0.00605,-0.3091064,CB294004
Cit.5407.1.S1_at,0.0248782,0.00606,0.4252274,CX046745
Cit.14356.1.S1_at,0.0248782,0.00606,2.3190506,DN623992
Cit.17475.1.S1_at,0.0248832,0.00606,-0.3655604,DN798291
Cit.24781.1.S1_at,0.0248848,0.00606,0.4471285,CX641027
Cit.4811.1.S1_at,0.0248972,0.00606,-0.55431,CN184027
Cit.21009.1.S1_at,0.0249093,0.00607,0.9423227,DN795505
Cit.40281.1.S1_at,0.0249093,0.00607,0.6774174,CV715273
Cit.4870.1.S1_s_at,0.0249223,0.00607,0.3815426,CX673436
Cit.30782.1.S1_s_at,0.0249268,0.00607,-0.2982728,CK934116
Cit.38861.1.S1_at,0.0249268,0.00607,0.6183141,CK739998
Cit.37822.1.S1_s_at,0.0249302,0.00608,-0.2685218,CF420739
Cit.2106.1.S1_at,0.024941,0.00608,0.4237155,CX292490
Cit.9528.1.S1_x_at,0.024941,0.00608,-2.7412711,CX641267
Cit.9189.1.S1_s_at,0.0249421,0.00608,-0.3882493,CK933405
Cit.37390.1.S1_at,0.0249721,0.00609,-0.4264358,CO912752
Cit.14315.1.S1_at,0.0249736,0.00609,-0.6617916,CV717775
Cit.37146.1.S1_at,0.0249736,0.00609,0.4782437,BQ623039
Cit.375.1.S1_x_at,0.0249736,0.00609,-0.2507019,CX640198
Cit.4709.1.S1_s_at,0.0249809,0.00609,-0.3249295,CX663938
Cit.1517.1.S1_s_at,0.0249891,0.0061,0.4269518,CF418034
Cit.12453.1.S1_at,0.0249956,0.0061,0.3733075,CF833284
Cit.6463.1.S1_at,0.0250081,0.0061,-0.2539475,CF417124
Cit.17071.1.S1_s_at,0.0250081,0.0061,0.2558648,CF509021
Cit.19190.1.S1_at,0.0250138,0.00611,-0.5268038,CX303013
Cit.2985.1.S1_at,0.0250176,0.00611,-0.5325888,CB304843
Cit.29412.1.S1_s_at,0.0250186,0.00611,0.2490299,CK935334
Cit.16370.1.S1_at,0.0250186,0.00611,1.2541949,CX074212
Cit.22303.1.S1_at,0.0250208,0.00611,-0.448456,CX670925
Cit.20477.1.S1_s_at,0.0250415,0.00612,-0.4317422,CX643159
Cit.36168.1.S1_s_at,0.0250432,0.00612,-0.2918942,CN185594
Cit.16378.1.S1_at,0.0250432,0.00612,0.6715914,CX665545
Cit.30353.1.S1_at,0.0250432,0.00612,-0.4011653,CX297494
Cit.88.1.S1_s_at,0.0250455,0.00612,-0.2339707,CN182136
Cit.24725.1.S1_x_at,0.0250455,0.00612,1.5421556,CX638920
Cit.19094.1.S1_at,0.0250455,0.00612,-0.404896,CX302377
Cit.38019.1.S1_at,0.0250455,0.00613,-0.6079907,CF504820
Cit.191.1.S1_x_at,0.0250455,0.00613,-1.2759772,CX663766
Cit.17061.1.S1_s_at,0.0250455,0.00613,-0.5358327,CK935780
Cit.14809.1.S1_at,0.0250523,0.00613,-0.4018403,CX045348
Cit.13683.1.S1_s_at,0.0250523,0.00613,0.2649717,CK937847
Cit.7110.1.S1_at,0.0250523,0.00613,-1.6212133,CX044399
Cit.5672.1.S1_s_at,0.0250523,0.00613,-0.3163367,CX636170
Cit.16398.1.S1_at,0.0250681,0.00614,-0.4965791,DN625733
Cit.33320.1.S1_at,0.0250703,0.00614,2.6103871,CX302543
Cit.27874.1.S1_at,0.0250703,0.00614,0.5648636,CX078400
Cit.19426.1.S1_at,0.0250952,0.00614,-0.2759344,CK933543
Cit.32761.1.S1_at,0.0251288,0.00615,0.7333829,CX294342
Cit.7357.1.S1_at,0.0251536,0.00616,-0.4925355,CV712962
Cit.1349.1.S1_s_at,0.0251754,0.00617,-0.3891334,CX071194
Cit.24438.1.S1_s_at,0.0251754,0.00617,0.354608,CX544710
Cit.26297.1.S1_at,0.0251797,0.00617,-0.343152,CV884227
Cit.10599.1.S1_s_at,0.0252088,0.00618,0.3613073,CF838040
Cit.8134.1.S1_at,0.0252095,0.00618,0.4031904,CX045418
Cit.49.1.S1_s_at,0.0252109,0.00618,0.2891682,CX076408
Cit.1013.1.S1_s_at,0.0252144,0.00618,0.4015015,CX046914
Cit.23567.1.S1_s_at,0.0252144,0.00618,-0.2671419,DN620751
Cit.30439.1.S1_x_at,0.0252144,0.00618,-1.317091,CK935694
Cit.12358.1.S1_s_at,0.0252144,0.00618,0.4281918,CX666893
Cit.7194.1.S1_at,0.0252227,0.00619,-2.6212274,CX637209
Cit.17911.1.S1_s_at,0.0252333,0.00619,0.4354484,CK938964
Cit.12142.1.S1_at,0.0252356,0.00619,-0.3127124,CN181506
Cit.1440.1.S1_s_at,0.0252406,0.00619,-0.3234738,CX642484
Cit.7965.1.S1_at,0.0252406,0.00619,-0.352693,CF837193
Cit.15126.1.S1_at,0.0252443,0.0062,0.3138045,CX673585
Cit.21644.1.S1_at,0.0252491,0.0062,3.201233,CX298411
Cit.18134.1.S1_at,0.0252491,0.0062,-0.2497299,CF653445
Cit.15867.1.S1_at,0.025255,0.0062,-0.5426746,CV717678
Cit.9570.1.S1_at,0.0252699,0.00621,-0.6057827,CV711517
Cit.14512.1.S1_at,0.0252962,0.00621,-2.296278,CN191586
Cit.28615.1.S1_at,0.0253029,0.00622,-0.6214453,CV710381
Cit.17292.1.S1_at,0.0253088,0.00622,-0.3954178,CX074957
Cit.17019.1.S1_s_at,0.0253178,0.00622,-0.4059435,CB293999
Cit.38074.1.S1_at,0.025318,0.00622,0.5082095,CF505254
Cit.33038.1.S1_at,0.0253216,0.00622,-0.3437228,CX296675
Cit.9740.1.S1_x_at,0.0253216,0.00622,-0.3812271,CX640518
Cit.26398.1.S1_at,0.0253363,0.00623,-1.1314566,CN185640
Cit.15653.1.S1_at,0.0253377,0.00623,-0.3906843,CX673558
Cit.32651.1.S1_at,0.0253377,0.00623,-0.8342596,CX293037
Cit.6469.1.S1_at,0.0253462,0.00623,0.4074916,CX071473
Cit.5148.1.S1_at,0.0253492,0.00624,-0.2766642,CX076250
Cit.9723.1.S1_s_at,0.0253492,0.00624,-0.3614066,CB290707
Cit.30497.1.S1_at,0.0253603,0.00624,-1.4704098,CX308684
Cit.37269.1.S1_at,0.0253746,0.00624,1.260254,BQ624302
Cit.31610.1.S1_at,0.0253787,0.00625,-0.3833483,CB611248
Cit.6537.1.S1_at,0.0254032,0.00625,-0.3376454,CX069743
Cit.15259.1.S1_at,0.0254145,0.00626,-0.5464229,DN624189
Cit.5357.1.S1_at,0.0254145,0.00626,-0.7671566,CX674356
Cit.8021.1.S1_x_at,0.0254201,0.00626,-0.342664,CK933174
Cit.22655.1.S1_s_at,0.0254201,0.00626,-0.3172359,CF837422
Cit.5074.1.S1_at,0.0254201,0.00626,-0.519727,CK937012
Cit.9086.1.S1_at,0.0254233,0.00626,-0.5627988,CN183339
Cit.31154.1.S1_at,0.025432,0.00627,0.701226,CX298015
Cit.6218.1.S1_at,0.025432,0.00627,-0.2890518,CX076287
Cit.23542.1.S1_at,0.025435,0.00627,-0.4475608,DN619640
Cit.14457.1.S1_s_at,0.0254446,0.00627,-0.8555821,CV719681
Cit.12511.1.S1_s_at,0.0254446,0.00627,-0.2687304,CF836811
Cit.800.1.S1_at,0.0254446,0.00627,0.3095987,CF832579
Cit.30546.1.S1_s_at,0.025448,0.00627,-0.6000526,CK933148
Cit.10278.1.S1_x_at,0.0254636,0.00628,-0.4792332,CB290205
Cit.3971.1.S1_at,0.0254641,0.00628,0.4433844,CV885822
Cit.1624.1.S1_s_at,0.0254641,0.00628,-0.3147874,CX546558
Cit.30351.1.S1_at,0.0254729,0.00629,-0.5827544,
Cit.28397.1.S1_at,0.0254729,0.00629,-0.3772046,CV706345
Cit.14601.1.S1_at,0.0254729,0.00629,0.3088098,CX673597
Cit.7883.1.S1_at,0.0254729,0.00629,0.4249931,CX637793
Cit.18665.1.S1_x_at,0.0255006,0.00629,-0.428775,CX298737
Cit.2985.1.S1_s_at,0.0255132,0.0063,-0.3473478,CB304843
Cit.26904.1.S1_at,0.0255342,0.0063,0.7418568,CV715433
Cit.30473.1.S1_x_at,0.0255399,0.00631,1.6587598,CF418084
Cit.21831.1.S1_at,0.0255399,0.00631,0.6331446,CB304640
Cit.20012.1.S1_s_at,0.0255905,0.00632,-0.2827639,CK939344
Cit.30437.1.S1_s_at,0.0255905,0.00632,0.8360668,CK936055
Cit.6103.1.S1_at,0.0256379,0.00634,-0.3087558,CV887082
Cit.15303.1.S1_at,0.0256379,0.00634,-0.4865544,CV886683
Cit.31916.1.S1_at,0.0256541,0.00634,-0.601982,CX287041
Cit.27907.1.S1_s_at,0.0256684,0.00634,0.4371622,CX048559
Cit.1423.1.S1_s_at,0.0256774,0.00635,-0.4206185,CB293525
Cit.640.1.S1_s_at,0.0256875,0.00635,-0.4883693,CN191239
Cit.18515.1.S1_at,0.0257001,0.00635,-1.0874147,CX293686
Cit.10155.1.S1_s_at,0.0257191,0.00636,0.4659158,CF509564
Cit.36955.1.S1_at,0.0257533,0.00637,-0.4641062,CD576226
Cit.23859.1.S1_at,0.025779,0.00638,-0.5908359,CV707633
Cit.25169.1.S1_at,0.025779,0.00638,-1.0016921,DN622043
Cit.19103.1.S1_at,0.0257791,0.00638,-1.9402888,CX302405
Cit.468.1.S1_s_at,0.0257899,0.00638,-0.3335367,CF837830
Cit.36004.1.S1_at,0.0257911,0.00638,-0.3761504,CB293213
Cit.4086.1.S1_s_at,0.0257911,0.00638,-0.2762978,CV706998
Cit.11467.1.S1_at,0.0258168,0.00639,-0.3553244,DN618569
Cit.25067.1.S1_at,0.0258277,0.00639,-2.442998,CX305332
Cit.13169.1.S1_s_at,0.0258287,0.0064,-0.2952186,CX668087
Cit.16694.1.S1_at,0.0258605,0.0064,-3.764812,CV719531
Cit.30461.1.S1_s_at,0.0258617,0.00641,-0.4335248,CK934453
Cit.18797.1.S1_at,0.0258624,0.00641,0.5920953,CX301076
Cit.7444.1.S1_at,0.0258678,0.00641,-2.1848691,CX666349
Cit.4372.1.S1_at,0.0258728,0.00641,1.44078,CX074173
Cit.20996.1.S1_at,0.0258959,0.00642,-0.2483689,DN795433
Cit.10361.1.S1_at,0.0259062,0.00642,0.7253085,CV714373
Cit.22469.1.S1_s_at,0.0259062,0.00642,-0.4285844,CB292492
Cit.25600.1.S1_at,0.0259298,0.00643,0.626615,CX670980
Cit.14212.1.S1_at,0.025935,0.00643,-0.5736371,CX288040
Cit.29593.1.S1_s_at,0.0259452,0.00643,-0.3374785,CK939181
Cit.30634.1.S1_at,0.025951,0.00644,0.2786778,DR911271
Cit.25439.1.S1_s_at,0.025962,0.00644,0.6082474,CX665894
Cit.9807.1.S1_at,0.0259636,0.00644,0.5692388,CX052646
Cit.16026.1.S1_s_at,0.025974,0.00644,-0.8871255,DN622611
Cit.13319.1.S1_s_at,0.0259753,0.00645,-0.3112618,CX050600
Cit.4510.1.S1_at,0.0259901,0.00645,0.2895899,CV717671
Cit.2813.1.S1_at,0.0260111,0.00646,-0.2884741,CN191025
Cit.9737.1.S1_at,0.0260323,0.00646,-0.4807862,CX299300
Cit.23390.1.S1_at,0.0260394,0.00647,-0.3152563,CX672731
