ID	adj.P.Val	P.Value	logFC	GB_ACC
Cit.4300.1.S1_at	0.2652478	1.48e-01	0.1369285	CX299141
Cit.1833.1.S1_s_at	0.2652478	1.48e-01	-0.142423	CF837701
Cit.9819.1.S1_at	0.2652478	1.48e-01	-0.5622761	CX638160
Cit.7313.1.S1_at	0.2652478	1.48e-01	0.6288586	CV718649
Cit.28429.1.S1_at	0.2652478	1.48e-01	0.3711747	CV707080
Cit.14729.1.S1_at	0.2654033	1.48e-01	0.201225	CN183902
Cit.24046.1.S1_x_at	0.2654033	1.48e-01	0.5128988	CD574679
Cit.15327.1.S1_at	0.2654033	1.48e-01	-0.1961049	CX635403
Cit.38399.1.S1_at	0.2654313	1.48e-01	-0.2050822	CF508101
Cit.26921.1.S1_x_at	0.2657379	1.48e-01	1.471112	CV715682
Cit.32697.1.S1_at	0.2658838	1.48e-01	-0.2253572	CX293515
Cit.26489.1.S1_at	0.2660179	1.48e-01	0.535998	CN187947
Cit.4845.1.S1_s_at	0.2660379	1.48e-01	-0.2024398	CX642354
Cit.25859.1.S1_at	0.2661061	1.48e-01	-1.4784068	CB292409
Cit.29545.1.S1_at	0.2661148	1.48e-01	-0.2337762	CN186402
Cit.13183.1.S1_s_at	0.2661853	1.48e-01	-0.1974803	CX072529
Cit.7716.1.S1_at	0.2663163	1.48e-01	-0.2275539	CX635316
Cit.29238.1.S1_at	0.2663337	1.48e-01	1.7036461	CX645156
Cit.944.1.S1_at	0.2663337	1.48e-01	-2.3202532	CX663727
Cit.26346.1.S1_at	0.2665148	1.48e-01	0.6517145	CV886359
Cit.32094.1.S1_at	0.2665271	1.49e-01	1.0301094	CX288588
Cit.5727.1.S1_at	0.2666693	1.49e-01	-0.7481903	CX641594
Cit.29853.1.S1_at	0.2667548	1.49e-01	-0.3187939	CK935934
Cit.29130.1.S1_at	0.2668122	1.49e-01	0.6733315	CX642741
Cit.18409.1.S1_at	0.2668218	1.49e-01	-0.6447243	CX287246
Cit.26140.1.S1_at	0.2668218	1.49e-01	0.3180013	CF837708
Cit.16815.1.S1_at	0.2668234	1.49e-01	-1.5499448	CX076667
Cit.2799.1.S1_s_at	0.2669038	1.49e-01	-1.695622	CX666021
Cit.23636.1.S1_at	0.2669233	1.49e-01	-0.9924826	CV704689
Cit.26848.1.S1_at	0.2669233	1.49e-01	0.9797808	CV714632
Cit.14769.1.S1_at	0.2670068	1.49e-01	0.2499042	CX664726
Cit.22996.1.S1_s_at	0.2670354	1.49e-01	-0.2217635	CX045832
Cit.15878.1.S1_at	0.2670704	1.49e-01	-0.1248129	CV708636
Cit.16639.1.S1_at	0.2670734	1.49e-01	0.4897744	CX076211
Cit.27584.1.S1_at	0.2671388	1.49e-01	-0.6325779	CX075478
Cit.18476.1.S1_x_at	0.2671527	1.49e-01	0.3310496	CX292139
Cit.28630.1.S1_at	0.267167	1.49e-01	-0.6233912	CV710558
Cit.21224.1.S1_x_at	0.2672875	1.49e-01	0.3039312	CX046015
Cit.35387.1.S1_at	0.2673003	1.49e-01	0.2103885	CK938014
Cit.35608.1.S1_at	0.2673074	1.49e-01	0.1931387	CK935424
Cit.5099.1.S1_s_at	0.2673382	1.49e-01	-0.1993829	CN186298
Cit.13174.1.S1_at	0.2673382	1.49e-01	-2.0196218	CX544345
Cit.20580.1.S1_at	0.2674358	1.49e-01	-1.6797525	CK665859
Cit.2144.1.S1_at	0.2674358	1.49e-01	0.1228806	CX675825
Cit.16653.1.S1_at	0.2674358	1.49e-01	-0.2796917	CX072784
Cit.37279.1.S1_at	0.2674705	1.49e-01	-1.2897989	BQ624407
Cit.14416.1.S1_s_at	0.2674705	1.49e-01	0.1408553	CV706097
Cit.26838.1.S1_at	0.2674705	1.49e-01	0.9344555	CV714477
Cit.25541.1.S1_at	0.2675325	1.49e-01	0.1643605	CX669035
Cit.22772.1.S1_x_at	0.2675409	1.49e-01	-1.3515099	CN185962
Cit.16254.1.S1_at	0.2675409	1.49e-01	-0.3498333	DN622720
Cit.13092.1.S1_at	0.2675409	1.49e-01	0.6697566	CF838400
Cit.24942.1.S1_at	0.2675409	1.49e-01	1.0205094	CF421240
Cit.30743.1.S1_at	0.2675409	1.49e-01	0.2461668	CF418834
Cit.16188.1.S1_at	0.267584	1.49e-01	0.2877432	CF832738
Cit.28095.1.S1_at	0.2677825	1.50e-01	-1.4235957	CX673618
Cit.40116.1.S1_at	0.2678516	1.50e-01	-0.3078383	CX047298
Cit.26769.1.S1_at	0.2680152	1.50e-01	-1.8092903	CV713366
Cit.23261.1.S1_at	0.2680218	1.50e-01	-1.6453829	CX078072
Cit.26184.1.S1_at	0.2680553	1.50e-01	0.2548668	CN182178
Cit.27712.1.S1_at	0.2680553	1.50e-01	-0.3270248	CX077333
Cit.26344.1.S1_s_at	0.268134	1.50e-01	0.1633658	CV886224
Cit.10411.1.S1_at	0.268182	1.50e-01	-0.1840886	CD574356
Cit.7518.1.S1_at	0.2681863	1.50e-01	-0.2229757	CX070262
Cit.5896.1.S1_at	0.2681933	1.50e-01	-0.1582112	CN191306
Cit.28427.1.S1_at	0.2682081	1.50e-01	-1.7448118	CV707056
Cit.32469.1.S1_at	0.2684008	1.50e-01	0.2640573	CX291462
Cit.13636.1.S1_s_at	0.2684061	1.50e-01	-0.1839282	CX675809
Cit.39886.1.S1_at	0.2684632	1.50e-01	-0.8653982	
Cit.12788.1.S1_at	0.2685847	1.50e-01	-0.3903884	CX291626
Cit.29801.1.S1_at	0.2686932	1.50e-01	-0.3501911	CF653176
Cit.28497.1.S1_at	0.268815	1.50e-01	0.2053258	CV708518
Cit.11221.1.S1_at	0.2688516	1.50e-01	0.4019344	CV709262
Cit.16250.1.S1_at	0.268943	1.50e-01	-0.42381	CX045320
Cit.7163.1.S1_at	0.2690033	1.50e-01	-0.1413631	CN186826
Cit.26882.1.S1_s_at	0.2690769	1.50e-01	-0.1402226	CV715170
Cit.6817.1.S1_at	0.2691987	1.50e-01	0.5782798	CV713493
Cit.5227.1.S1_at	0.2692147	1.51e-01	-0.1973956	CX635720
Cit.409.1.S1_at	0.2694786	1.51e-01	-0.1831187	CX072564
Cit.26966.1.S1_at	0.2695189	1.51e-01	-1.7603701	CV716223
Cit.28963.1.S1_at	0.2695189	1.51e-01	0.3380262	CX635493
Cit.25271.1.S1_x_at	0.2695326	1.51e-01	-0.1534388	DN623877
Cit.27938.1.S1_at	0.2695326	1.51e-01	0.8027921	CX050989
Cit.15377.1.S1_at	0.269536	1.51e-01	-0.3571222	CV713319
Cit.7641.1.S1_at	0.2695376	1.51e-01	0.4181005	CX642379
Cit.12455.1.S1_s_at	0.2695376	1.51e-01	-0.1136562	CX668568
Cit.255.1.S1_s_at	0.2695783	1.51e-01	0.1311515	CF828303
Cit.5202.1.S1_at	0.2696062	1.51e-01	-0.1575608	CN191074
Cit.5525.1.S1_at	0.2697738	1.51e-01	0.1443468	CX291349
Cit.30474.1.S1_at	0.2698504	1.51e-01	0.8716397	CX076120
Cit.20327.1.S1_s_at	0.2698843	1.51e-01	0.1227348	CX671504
Cit.27239.1.S1_at	0.2699214	1.51e-01	-1.7032988	CV720079
Cit.31192.1.S1_at	0.269954	1.51e-01	-1.3307796	CF420641
Cit.22709.1.S1_at	0.269954	1.51e-01	1.3075008	CN184277
Cit.37138.1.S1_at	0.269954	1.51e-01	-0.3213545	BQ622957
Cit.29460.1.S1_at	0.2700796	1.51e-01	-1.6501053	CX290398
Cit.25633.1.S1_at	0.2700796	1.51e-01	-0.3553486	CF828610
Cit.4208.1.S1_s_at	0.270085	1.51e-01	-0.9732913	CX640508
Cit.14190.1.S1_at	0.2702361	1.51e-01	-0.2123416	CF508188
Cit.17236.1.S1_at	0.2702995	1.51e-01	-0.0980228	DN798933
Cit.29646.1.S1_s_at	0.2703512	1.51e-01	-0.1491878	CF509007
Cit.20693.1.S1_s_at	0.2703739	1.51e-01	0.1086461	DN797626
Cit.9279.1.S1_at	0.2703739	1.51e-01	-0.3937751	CV712847
Cit.14917.1.S1_at	0.2703739	1.51e-01	-0.1547231	CK932593
Cit.6353.1.S1_at	0.2703739	1.51e-01	-0.2164322	CV711685
Cit.29280.1.S1_at	0.2703802	1.51e-01	1.2706899	DR406088
Cit.7221.1.S1_at	0.2704071	1.51e-01	-0.2156858	CX663470
Cit.26539.1.S1_at	0.2704071	1.51e-01	-0.1257556	CN189280
Cit.25382.1.S1_at	0.2704558	1.51e-01	0.2461234	CX663391
Cit.39769.1.S1_at	0.2706114	1.52e-01	0.1577822	CK937811
Cit.14846.1.S1_at	0.2706176	1.52e-01	0.1915842	CX676041
Cit.27349.1.S1_at	0.2706199	1.52e-01	-0.744875	CX071155
Cit.26765.1.S1_at	0.2706223	1.52e-01	0.1329476	CV713215
Cit.5287.1.S1_at	0.2707775	1.52e-01	-0.1283183	DN620887
Cit.5644.1.S1_s_at	0.270836	1.52e-01	-0.0889589	CX070679
Cit.23363.1.S1_at	0.2710189	1.52e-01	-0.4980745	CX671882
Cit.11594.1.S1_s_at	0.271037	1.52e-01	-0.1066391	CX050189
Cit.20823.1.S1_at	0.2710895	1.52e-01	0.2947611	DN958036
Cit.22789.1.S1_at	0.2710902	1.52e-01	1.662201	CN186656
Cit.30132.1.S1_at	0.2711318	1.52e-01	-0.1870137	CF508593
Cit.16805.1.S1_at	0.2711501	1.52e-01	0.2639454	CX640278
Cit.18434.1.S1_at	0.2711855	1.52e-01	0.2599324	CX288271
Cit.9275.1.S1_at	0.2713291	1.52e-01	1.2283371	CD575219
Cit.35804.1.S1_at	0.2715234	1.52e-01	0.1298275	CB417338
Cit.7746.1.S1_at	0.2715234	1.52e-01	0.1324382	CV707043
Cit.17220.1.S1_at	0.2715463	1.52e-01	0.2223452	CF828986
Cit.710.1.S1_s_at	0.2715771	1.52e-01	0.1155035	CB291939
Cit.37174.1.S1_at	0.2715771	1.52e-01	0.1254501	BQ623232
Cit.4033.1.S1_s_at	0.2716196	1.52e-01	-0.179697	CX044030
Cit.12205.1.S1_s_at	0.2716944	1.52e-01	-0.0965941	CF836352
Cit.22746.1.S1_at	0.2716944	1.52e-01	-2.358359	CV886884
Cit.7789.1.S1_at	0.2717359	1.52e-01	1.6223718	CX644489
Cit.28584.1.S1_at	0.2717831	1.52e-01	-0.2226265	CV710015
Cit.16582.1.S1_at	0.2717997	1.52e-01	0.1434016	CF837378
Cit.190.1.S1_at	0.2719787	1.53e-01	-0.4389008	CK740099
Cit.22804.1.S1_at	0.2719787	1.53e-01	-1.3009312	CN187479
Cit.17332.1.S1_at	0.2720351	1.53e-01	0.1668032	CK933684
Cit.23443.1.S1_at	0.2721454	1.53e-01	0.2543325	CX673777
Cit.39114.1.S1_at	0.272173	1.53e-01	-0.1089366	DN958710
Cit.27407.1.S1_at	0.2722201	1.53e-01	-1.51553	CX072365
Cit.19986.1.S1_at	0.2722201	1.53e-01	1.1824122	CK939757
Cit.37255.1.S1_at	0.2722637	1.53e-01	0.2503575	BQ624035
Cit.5969.1.S1_at	0.2722637	1.53e-01	0.3898248	CF833295
Cit.6670.1.S1_at	0.2723802	1.53e-01	0.1266571	CX075002
Cit.25908.1.S1_x_at	0.2724457	1.53e-01	1.3854074	CB293305
Cit.27685.1.S1_at	0.2724789	1.53e-01	1.3439678	CX076904
Cit.27227.1.S1_at	0.2725874	1.53e-01	-0.2705534	CV719887
Cit.15199.1.S1_at	0.2725874	1.53e-01	0.1169617	CX299600
Cit.12166.1.S1_at	0.2725874	1.53e-01	0.3059504	CX640461
Cit.25304.1.S1_at	0.2726285	1.53e-01	0.1918834	DN624534
Cit.28296.1.S1_at	0.2726285	1.53e-01	-0.2992918	DN620517
Cit.37540.1.S1_at	0.2726477	1.53e-01	0.5039429	CF417364
Cit.7958.1.S1_x_at	0.2727047	1.53e-01	2.3467632	CX641306
Cit.38166.1.S1_at	0.2727242	1.53e-01	-0.1919952	CF506025
Cit.9103.1.S1_s_at	0.2727486	1.53e-01	0.1079033	CN188174
Cit.15243.1.S1_at	0.2727901	1.53e-01	-0.0949081	CF838178
Cit.40346.1.S1_at	0.2729159	1.53e-01	-2.0232474	
Cit.34159.1.S1_at	0.2729792	1.53e-01	-1.0184071	CX304805
Cit.21971.1.S1_at	0.2730729	1.53e-01	-0.4773793	DN622258
Cit.31936.1.S1_at	0.2731312	1.53e-01	-0.2638898	CX287209
Cit.38767.1.S1_at	0.2731467	1.53e-01	0.3459888	CK701968
Cit.26645.1.S1_x_at	0.273174	1.53e-01	1.6506114	
Cit.30829.1.S1_s_at	0.273174	1.53e-01	0.2738635	CX639531
Cit.22838.1.S1_x_at	0.273174	1.54e-01	-0.9731806	CN188680
Cit.27562.1.S1_at	0.273174	1.54e-01	0.8779639	CX075140
Cit.28122.1.S1_at	0.2731805	1.54e-01	0.1376614	CX674191
Cit.28853.1.S1_s_at	0.273203	1.54e-01	0.1378375	CX543650
Cit.24306.1.S1_at	0.2732744	1.54e-01	0.534924	CX542841
Cit.14410.1.S1_a_at	0.273404	1.54e-01	-0.1155386	CF835200
Cit.14358.1.S1_at	0.273404	1.54e-01	0.1934712	CV711271
Cit.34119.1.S1_at	0.2734237	1.54e-01	0.1869195	CX304586
Cit.5861.1.S1_at	0.2735205	1.54e-01	0.0895577	CV716033
Cit.17707.1.S1_x_at	0.2735287	1.54e-01	-1.2484679	CK936478
Cit.20213.1.S1_at	0.2735287	1.54e-01	-0.6384012	CN191358
Cit.33548.1.S1_at	0.2735699	1.54e-01	-1.3117526	CX301238
Cit.28627.1.S1_at	0.2735699	1.54e-01	2.2200427	CV710536
Cit.35038.1.S1_at	0.2736579	1.54e-01	-0.4751284	CK934646
Cit.24021.1.S1_at	0.2736579	1.54e-01	-0.1579698	CV711898
Cit.16600.1.S1_at	0.2736579	1.54e-01	-1.5557341	DN622920
Cit.15970.1.S1_at	0.2737501	1.54e-01	-1.5320064	CX639352
Cit.2538.1.S1_s_at	0.2737501	1.54e-01	0.2182661	CF837686
Cit.18737.1.S1_at	0.273825	1.54e-01	0.9013865	CX300619
Cit.2164.1.S1_s_at	0.2738405	1.54e-01	-0.1139656	CX670823
Cit.6397.1.S1_at	0.2739638	1.54e-01	-0.1915555	DN624348
Cit.32975.1.S1_at	0.2739638	1.54e-01	-0.6885962	CX295925
Cit.5423.1.S1_at	0.2740129	1.54e-01	0.1544649	CX664208
Cit.24400.1.S1_at	0.2740137	1.54e-01	1.2236117	CX544192
Cit.5149.1.S1_at	0.2740771	1.54e-01	0.2697502	CF507088
Cit.33144.1.S1_at	0.2740771	1.54e-01	-1.4633264	CX297731
Cit.29437.1.S1_at	0.2740771	1.54e-01	1.63104	CN190463
Cit.13888.1.S1_at	0.2740771	1.54e-01	0.1701295	CV884895
Cit.14804.1.S1_at	0.2742768	1.54e-01	-1.1593708	CX638015
Cit.23990.1.S1_s_at	0.2743149	1.54e-01	-0.1166133	CV710908
Cit.36408.1.S1_at	0.2743468	1.54e-01	-1.3384401	CX070073
Cit.28815.1.S1_x_at	0.2743468	1.54e-01	-0.7185662	CD574572
Cit.25215.1.S1_at	0.2743468	1.54e-01	-0.2457195	DN622916
Cit.23211.1.S1_at	0.2743584	1.54e-01	-1.6195528	CX076708
Cit.33697.1.S1_at	0.274515	1.55e-01	1.9538835	CX301895
Cit.26332.1.S1_at	0.274515	1.55e-01	0.8920345	CV885732
Cit.28604.1.S1_x_at	0.2745645	1.55e-01	-0.4911187	CV710249
Cit.28778.1.S1_at	0.2746211	1.55e-01	1.1478478	CD575410
Cit.6986.1.S1_at	0.274638	1.55e-01	-0.1793674	DN622097
Cit.32742.1.S1_at	0.2747227	1.55e-01	0.1681635	CX294036
Cit.21660.1.S1_at	0.2747313	1.55e-01	-1.2714637	CX301082
Cit.27898.1.S1_at	0.2747313	1.55e-01	-2.1785543	CX048066
Cit.10484.1.S1_at	0.2747313	1.55e-01	1.1629457	CX668447
Cit.32122.1.S1_at	0.2747872	1.55e-01	-0.2190941	CX288731
Cit.25740.1.S1_s_at	0.2748934	1.55e-01	-0.1053552	CF831426
Cit.1937.1.S1_s_at	0.2748934	1.55e-01	-0.3056769	CX643907
Cit.30309.1.S1_at	0.2748934	1.55e-01	-0.1241663	CK665192
Cit.11268.1.S1_s_at	0.2749455	1.55e-01	-0.0892572	CN191422
Cit.29288.1.S1_at	0.2749455	1.55e-01	-0.5912299	DN959247
Cit.20100.1.S1_at	0.2749455	1.55e-01	-0.228873	CF828807
Cit.13236.1.S1_s_at	0.2750509	1.55e-01	-0.1002391	CN184206
Cit.5469.1.S1_at	0.2751361	1.55e-01	-0.403529	CF508072
Cit.31886.1.S1_at	0.2751983	1.55e-01	1.0134067	AY243499
Cit.20603.1.S1_s_at	0.2751983	1.55e-01	-0.1433276	CK740090
Cit.8535.1.S1_at	0.2753111	1.55e-01	2.1875234	CV706021
Cit.15569.1.S1_at	0.2753396	1.55e-01	-0.2989255	CV718803
Cit.39625.1.S1_s_at	0.2754563	1.55e-01	0.1976398	DN799138
Cit.13991.1.S1_s_at	0.2754869	1.55e-01	-0.252513	CX543536
Cit.40276.1.S1_at	0.2755158	1.55e-01	-1.77567	CX542628
Cit.32006.1.S1_at	0.2755158	1.55e-01	-0.2459018	CX287730
Cit.11758.1.S1_at	0.2758246	1.56e-01	0.538846	CX051659
Cit.29567.1.S1_s_at	0.2758273	1.56e-01	-0.0923057	CX635901
Cit.6555.1.S1_at	0.2758518	1.56e-01	-0.2066972	CV704986
Cit.7793.1.S1_at	0.2758548	1.56e-01	-0.3353953	CV717687
Cit.27887.1.S1_at	0.2759153	1.56e-01	0.468909	CX047516
Cit.25917.1.S1_at	0.2759153	1.56e-01	-1.337897	CB293474
Cit.16396.1.S1_at	0.2759153	1.56e-01	0.1484715	DN624521
Cit.27082.1.S1_at	0.2759153	1.56e-01	-0.2707828	CV717664
Cit.6378.1.S1_at	0.2759153	1.56e-01	-0.2192091	CV709740
Cit.23423.1.S1_at	0.2759491	1.56e-01	0.2601272	CX673305
Cit.30354.1.S1_at	0.2760097	1.56e-01	0.1117018	DN958736
Cit.16645.1.S1_at	0.2760097	1.56e-01	-0.193434	CX641964
Cit.4265.1.S1_at	0.2760097	1.56e-01	0.3327387	CV704921
Cit.30318.1.S1_at	0.2761359	1.56e-01	-0.315126	CX074902
Cit.33564.1.S1_at	0.2762466	1.56e-01	-2.0700775	CX301271
Cit.24307.1.S1_at	0.2762797	1.56e-01	1.5685623	CX542856
Cit.24945.1.S1_at	0.2762808	1.56e-01	-0.2180272	CF505744
Cit.38544.1.S1_at	0.2763312	1.56e-01	0.4859551	CF509591
Cit.15926.1.S1_at	0.2764585	1.56e-01	1.4245862	CX675459
Cit.6923.1.S1_at	0.2766024	1.56e-01	-0.1051657	CV885091
Cit.25651.1.S1_s_at	0.2766347	1.56e-01	-0.1366091	CF829078
Cit.23645.1.S1_at	0.2766347	1.56e-01	1.2090984	CV704769
Cit.32815.1.S1_s_at	0.2766347	1.56e-01	-0.2022514	CX294845
Cit.15655.1.S1_at	0.2766347	1.56e-01	-0.1508966	CX666838
Cit.4386.1.S1_at	0.2766347	1.56e-01	-0.2105804	CX546894
Cit.24526.1.S1_at	0.2766703	1.56e-01	-0.1361434	CX546135
Cit.17083.1.S1_x_at	0.2766703	1.56e-01	0.2321399	CK936503
Cit.7219.1.S1_at	0.2768297	1.56e-01	-0.153718	CX545495
Cit.18820.1.S1_at	0.2768896	1.56e-01	-1.696879	CX301191
Cit.2772.1.S1_at	0.2768932	1.56e-01	-0.2647525	CX636144
Cit.21956.1.S1_at	0.2769696	1.56e-01	-0.2854068	DN621975
Cit.15567.1.S1_at	0.2769696	1.56e-01	-0.725539	CX667168
Cit.9780.1.S1_s_at	0.2769696	1.56e-01	1.5319888	CX543016
Cit.25965.1.S1_at	0.2769736	1.56e-01	0.1822143	CF832166
Cit.28780.1.S1_at	0.2770255	1.57e-01	-0.1838326	CD575437
Cit.20916.1.S1_s_at	0.2770255	1.57e-01	-0.1136922	DN959479
Cit.18905.1.S1_at	0.2770255	1.57e-01	-1.1935063	CX301520
Cit.6489.1.S1_at	0.2770255	1.57e-01	-0.2419976	CX639252
Cit.16181.1.S1_at	0.2771738	1.57e-01	-1.4183312	CX665264
Cit.20210.1.S1_at	0.277287	1.57e-01	2.0617615	CN190792
Cit.26978.1.S1_at	0.2773598	1.57e-01	1.1593504	CV716351
Cit.27048.1.S1_s_at	0.277365	1.57e-01	-0.2797157	CV717133
Cit.32624.1.S1_at	0.2773747	1.57e-01	-0.8846385	CX292810
Cit.10420.1.S1_x_at	0.2774231	1.57e-01	0.8605135	CD575511
Cit.38738.1.S1_at	0.2774305	1.57e-01	0.1786112	CK701597
Cit.27234.1.S1_at	0.2774305	1.57e-01	1.2285413	CV719962
Cit.17555.1.S1_at	0.2774871	1.57e-01	-0.0990313	CX307043
Cit.33899.1.S1_at	0.2774899	1.57e-01	0.1903652	CX302847
Cit.15384.1.S1_at	0.2775315	1.57e-01	-0.7198692	CV887095
Cit.36457.1.S1_at	0.2776131	1.57e-01	-0.4720878	CX073712
Cit.18257.1.S1_at	0.2776951	1.57e-01	-2.1631985	CX288910
Cit.38469.1.S1_at	0.2777288	1.57e-01	-1.2321945	CF508847
Cit.33378.1.S1_at	0.2777423	1.57e-01	-1.1968328	CX300740
Cit.30329.1.S1_at	0.2777423	1.57e-01	-1.5620012	CX298903
Cit.26942.1.S1_at	0.2777436	1.57e-01	-1.1838125	CV715906
Cit.14433.1.S1_s_at	0.2777436	1.57e-01	0.2010198	CV715601
Cit.7132.1.S1_at	0.2777661	1.57e-01	-1.7007236	CD574068
Cit.33748.1.S1_at	0.2777661	1.57e-01	-1.2563849	CX302105
Cit.7699.1.S1_at	0.2778534	1.57e-01	-0.8612547	DN623421
Cit.1829.1.S1_at	0.2779179	1.57e-01	0.1130983	CF836466
Cit.20418.1.S1_s_at	0.277956	1.57e-01	0.1587388	CX638608
Cit.39268.1.S1_s_at	0.2779743	1.57e-01	-0.4213527	DN960037
Cit.2355.1.S1_s_at	0.2780713	1.57e-01	-0.0883704	CF837887
Cit.28652.1.S1_at	0.278114	1.57e-01	-0.1674438	CV711146
Cit.30587.1.S1_s_at	0.2781552	1.57e-01	1.4807448	CF418529
Cit.5775.1.S1_s_at	0.2781765	1.57e-01	-0.1591434	CF509221
Cit.15069.1.S1_at	0.2781823	1.57e-01	0.1096665	DN621406
Cit.16918.1.S1_at	0.2782271	1.58e-01	-0.433959	CN182225
Cit.25091.1.S1_at	0.2783308	1.58e-01	0.1710051	CX306697
Cit.39575.1.S1_at	0.2785757	1.58e-01	0.7043119	DN795724
Cit.33448.1.S1_at	0.2785757	1.58e-01	-1.1129989	CX300921
Cit.16022.1.S1_at	0.2785799	1.58e-01	0.2520054	CX071082
Cit.6962.1.S1_at	0.2786751	1.58e-01	0.5406603	CX303282
Cit.33011.1.S1_at	0.2787602	1.58e-01	-0.6467278	CX296341
Cit.16147.1.S1_s_at	0.2788118	1.58e-01	-0.1705917	CX671002
Cit.1842.1.S1_at	0.278862	1.58e-01	0.3584303	CX300551
Cit.21364.1.S1_at	0.2788677	1.58e-01	-1.3313159	DR405840
Cit.20221.1.S1_at	0.278913	1.58e-01	0.3089737	CX045128
Cit.4893.1.S1_s_at	0.278913	1.58e-01	0.1951939	CX077258
Cit.24765.1.S1_at	0.278913	1.58e-01	-1.3376263	CX640377
Cit.22449.1.S1_x_at	0.2789201	1.58e-01	-1.4060158	CB291752
Cit.2387.1.S1_at	0.2789201	1.58e-01	-0.2104766	CX543006
Cit.7957.1.S1_at	0.2790045	1.58e-01	-0.262827	CX307048
Cit.13520.1.S1_at	0.2790045	1.58e-01	0.1816253	CV720091
Cit.27122.1.S1_s_at	0.2790045	1.58e-01	-0.1065624	CV718214
Cit.19996.1.S1_at	0.2790045	1.58e-01	0.2620705	CK939658
Cit.26977.1.S1_at	0.2790254	1.58e-01	0.876995	CV716349
Cit.15952.1.S1_at	0.2790976	1.58e-01	1.5297657	CV715101
Cit.26616.1.S1_at	0.2791446	1.58e-01	0.1157962	CN191446
Cit.23422.1.S1_at	0.2791774	1.58e-01	0.2263126	CX673294
Cit.7086.1.S1_at	0.2791783	1.58e-01	-0.5268942	CD575655
Cit.7081.1.S1_at	0.279182	1.58e-01	0.4953233	CX072850
Cit.38233.1.S1_at	0.279182	1.58e-01	-0.3635897	CF506640
Cit.30089.1.S1_at	0.2792637	1.58e-01	-0.8358776	CV714541
Cit.25181.1.S1_at	0.2792637	1.58e-01	-0.4828048	DN622265
Cit.21311.1.S1_at	0.2793103	1.58e-01	0.5954103	CX638175
Cit.3436.1.S1_at	0.2793829	1.58e-01	0.1886873	CD574837
Cit.27242.1.S1_at	0.2794285	1.58e-01	-0.5386338	CV720087
Cit.12662.1.S1_s_at	0.2794285	1.58e-01	-0.1326084	CB291097
Cit.24054.1.S1_at	0.2795354	1.59e-01	-1.5364909	CD574716
Cit.14776.1.S1_at	0.2795354	1.59e-01	0.1260027	CX638063
Cit.13501.1.S1_at	0.2795707	1.59e-01	-0.2898365	CX053996
Cit.3931.1.S1_at	0.2796091	1.59e-01	2.060508	CX546547
Cit.4805.1.S1_s_at	0.2796168	1.59e-01	0.1053728	CV711840
Cit.6063.1.S1_at	0.2797097	1.59e-01	-0.1654491	CX676453
Cit.11760.1.S1_a_at	0.2797607	1.59e-01	-0.5607756	CX288300
Cit.5592.1.S1_s_at	0.2797803	1.59e-01	0.0949744	CV710847
Cit.19269.1.S1_at	0.2797862	1.59e-01	0.1087456	CX304469
Cit.31169.1.S1_at	0.2798014	1.59e-01	-0.0853923	CX300889
Cit.25844.1.S1_at	0.2798014	1.59e-01	0.7596818	CB292177
Cit.5662.1.S1_at	0.2799199	1.59e-01	-0.6448117	CV887160
Cit.23805.1.S1_at	0.2799596	1.59e-01	0.2023288	CV706779
Cit.14372.1.S1_at	0.2799596	1.59e-01	-0.1333612	CF837563
Cit.35939.1.S1_at	0.279974	1.59e-01	-0.4170007	CF829194
Cit.13854.1.S1_at	0.2800597	1.59e-01	1.1359503	CX545534
Cit.7657.1.S1_at	0.2801771	1.59e-01	0.1476275	CF835809
Cit.31331.1.S1_at	0.2802478	1.59e-01	0.393365	CF417573
Cit.38149.1.S1_at	0.2802797	1.59e-01	-0.1747957	CF505913
Cit.15772.1.S1_at	0.2802951	1.59e-01	-0.3430936	DT214642
Cit.845.1.S1_s_at	0.2803545	1.59e-01	0.1162418	CF417529
Cit.17173.1.S1_s_at	0.2803755	1.59e-01	-0.3441533	CK936512
Cit.20995.1.S1_at	0.2804063	1.59e-01	0.1214902	DN795432
Cit.29698.1.S1_at	0.2804063	1.59e-01	0.5237693	DN617691
Cit.13055.1.S1_at	0.2804063	1.59e-01	-0.2782815	CX046366
Cit.5895.1.S1_at	0.2804786	1.59e-01	0.0995025	CV715838
Cit.8220.1.S1_at	0.2805403	1.59e-01	-0.5261446	CX636479
Cit.4752.1.S1_x_at	0.2806006	1.59e-01	-1.2248263	CX642218
Cit.2166.1.S1_at	0.2806006	1.59e-01	-0.1660843	CN192177
Cit.30778.1.S1_at	0.2806006	1.59e-01	0.2182328	CX307199
Cit.26815.1.S1_at	0.2806636	1.59e-01	1.5398351	CV713991
Cit.36483.1.S1_at	0.2806751	1.59e-01	1.2684902	CX074949
Cit.27134.1.S1_at	0.2807249	1.60e-01	0.5123833	CV718309
Cit.20006.1.S1_at	0.280755	1.60e-01	-1.2747122	CK939474
Cit.30313.1.S1_at	0.2807948	1.60e-01	-0.1288118	C24125
Cit.21331.1.S1_at	0.2808058	1.60e-01	-1.3638207	CV711512
Cit.23262.1.S1_at	0.2809487	1.60e-01	0.1542275	CX676540
Cit.20655.1.S1_at	0.2810014	1.60e-01	-0.2557982	DN797056
